Municipio,M1_V,M1_a,M1_r,M1_ndR,M1_nd,M1_nm,M2_V,M2_a,M2_r,M2_ndR,M2_nd,M2_nm,M3_V,M3_a,M3_r,M3_ndR,M3_nd,M3_nm,M4_V,M4_a,M4_r,M4_ndR,M4_nd,M4_nm,M5_V,M5_a,M5_r,M5_ndR,M5_nd,M5_nm,M6_V,M6_a,M6_r,M6_ndR,M6_nd,M6_nm,M7_V,M7_a,M7_r,M7_ndR,M7_nd,M7_nm,M8_V,M8_a,M8_r,M8_ndR,M8_nd,M8_nm,T_v,T_a,T_r,T_ndR,T_nd,T_nm
Atotonilco de Tula,11.0,3.0,3.0,0.0,0.0,0.0,14.0,0.0,5.0,0.0,0.0,0.0,12.0,3.0,1.0,0.0,1.0,0.0,1.0,7.0,2.0,0.0,8.0,0.0,5.0,3.0,1.0,0.0,1.0,0.0,12.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,2.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,61.0,21.0,21.0,0.0,12.0,0.0
Atotonilco el Grande,7.0,8.0,2.0,0.0,0.0,0.0,5.0,4.0,10.0,0.0,0.0,0.0,2.0,4.0,11.0,0.0,0.0,0.0,4.0,10.0,4.0,0.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,2.0,6.0,8.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,29.0,43.0,43.0,0.0,0.0,0.0
Calnali,3.0,6.0,7.0,0.0,0.0,1.0,6.0,2.0,9.0,0.0,1.0,1.0,2.0,2.0,5.0,7.0,1.0,0.0,2.0,7.0,2.0,0.0,7.0,0.0,2.0,6.0,1.0,0.0,1.0,0.0,3.0,10.0,3.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,21.0,36.0,38.0,7.0,11.0,2.0
Cardonal,13.0,3.0,1.0,0.0,0.0,0.0,12.0,2.0,3.0,2.0,0.0,0.0,3.0,6.0,0.0,7.0,1.0,0.0,3.0,4.0,0.0,6.0,5.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,51.0,28.0,14.0,15.0,7.0,0.0
Chapantongo,10.0,3.0,3.0,0.0,0.0,1.0,13.0,3.0,2.0,0.0,0.0,1.0,4.0,4.0,2.0,7.0,0.0,0.0,5.0,4.0,1.0,3.0,5.0,0.0,1.0,5.0,2.0,1.0,1.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,54.0,28.0,13.0,11.0,7.0,2.0
Chapulhuacán,2.0,10.0,3.0,0.0,0.0,2.0,7.0,2.0,4.0,2.0,3.0,1.0,1.0,0.0,8.0,7.0,1.0,0.0,0.0,2.0,6.0,0.0,10.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,4.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,20.0,16.0,50.0,9.0,17.0,3.0
Chilcuautla,10.0,2.0,4.0,0.0,0.0,1.0,8.0,1.0,8.0,2.0,0.0,0.0,3.0,0.0,10.0,3.0,1.0,0.0,2.0,5.0,0.0,2.0,9.0,0.0,4.0,4.0,1.0,0.0,1.0,0.0,13.0,2.0,1.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,53.0,15.0,28.0,7.0,11.0,1.0
Cuautepec de Hinojosa,14.0,3.0,0.0,0.0,0.0,0.0,15.0,1.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,15.0,2.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,97.0,8.0,5.0,0.0,3.0,2.0
El Arenal,11.0,2.0,4.0,0.0,0.0,0.0,10.0,1.0,5.0,2.0,0.0,1.0,5.0,1.0,3.0,7.0,1.0,0.0,2.0,6.0,3.0,0.0,7.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,36.0,27.0,31.0,9.0,11.0,1.0
Eloxochitlán,6.0,7.0,2.0,0.0,0.0,2.0,7.0,4.0,6.0,2.0,0.0,0.0,1.0,5.0,10.0,0.0,1.0,0.0,3.0,9.0,0.0,0.0,6.0,0.0,1.0,4.0,4.0,0.0,1.0,0.0,2.0,9.0,5.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,2.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,25.0,45.0,30.0,2.0,10.0,3.0
Emiliano Zapata,2.0,10.0,3.0,0.0,0.0,2.0,13.0,4.0,0.0,2.0,0.0,0.0,1.0,5.0,3.0,7.0,1.0,0.0,3.0,9.0,1.0,1.0,4.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,1.0,10.0,5.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,27.0,48.0,23.0,10.0,5.0,2.0
Epazoyucan,8.0,3.0,6.0,0.0,0.0,0.0,11.0,1.0,4.0,3.0,0.0,0.0,5.0,5.0,0.0,7.0,0.0,0.0,4.0,7.0,1.0,6.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,59.0,27.0,12.0,17.0,0.0,0.0
Francisco I. Madero,12.0,4.0,1.0,0.0,0.0,0.0,15.0,3.0,1.0,0.0,0.0,0.0,2.0,6.0,9.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,8.0,0.0,2.0,5.0,2.0,0.0,1.0,0.0,9.0,5.0,2.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,56.0,33.0,17.0,0.0,9.0,0.0
Huasca de Ocampo,9.0,1.0,6.0,0.0,0.0,1.0,12.0,3.0,4.0,0.0,0.0,0.0,6.0,6.0,1.0,3.0,1.0,0.0,6.0,4.0,1.0,0.0,7.0,0.0,3.0,4.0,2.0,0.0,1.0,0.0,9.0,5.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,56.0,26.0,19.0,3.0,10.0,1.0
Huautla,8.0,5.0,4.0,0.0,0.0,0.0,14.0,1.0,3.0,0.0,1.0,0.0,4.0,3.0,9.0,0.0,1.0,0.0,5.0,10.0,0.0,0.0,3.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,62.0,29.0,19.0,0.0,5.0,0.0
Huazalingo,8.0,0.0,4.0,0.0,0.0,5.0,5.0,3.0,3.0,2.0,6.0,0.0,0.0,6.0,10.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,10.0,0.0,1.0,2.0,6.0,0.0,1.0,0.0,10.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,2.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,32.0,16.0,40.0,2.0,20.0,5.0
Huehuetla,7.0,4.0,5.0,0.0,0.0,1.0,5.0,6.0,2.0,2.0,4.0,0.0,8.0,5.0,4.0,0.0,0.0,0.0,9.0,8.0,1.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,6.0,1.0,9.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,46.0,34.0,28.0,2.0,4.0,1.0
Huejutla de Reyes,13.0,3.0,1.0,0.0,0.0,0.0,12.0,1.0,4.0,2.0,0.0,0.0,6.0,2.0,1.0,7.0,1.0,0.0,8.0,6.0,0.0,1.0,3.0,0.0,5.0,3.0,1.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,75.0,17.0,8.0,10.0,5.0,0.0
Huichapan,13.0,0.0,4.0,0.0,0.0,0.0,14.0,0.0,1.0,3.0,1.0,0.0,8.0,2.0,0.0,7.0,0.0,0.0,9.0,6.0,1.0,0.0,2.0,0.0,6.0,3.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,81.0,13.0,8.0,10.0,3.0,0.0
Ixmiquilpan,9.0,7.0,1.0,0.0,0.0,0.0,12.0,0.0,4.0,3.0,0.0,0.0,2.0,5.0,2.0,7.0,1.0,0.0,2.0,7.0,1.0,4.0,4.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,6.0,8.0,2.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,43.0,30.0,20.0,15.0,7.0,0.0
Jacala de Ledezma,4.0,6.0,5.0,0.0,0.0,2.0,0.0,3.0,8.0,0.0,7.0,1.0,0.0,1.0,15.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,10.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,1.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,6.0,17.0,66.0,0.0,21.0,5.0
Jaltocán,9.0,3.0,4.0,0.0,0.0,1.0,7.0,4.0,7.0,0.0,0.0,1.0,0.0,5.0,9.0,3.0,0.0,0.0,4.0,5.0,2.0,4.0,3.0,0.0,1.0,1.0,7.0,0.0,1.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,2.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,32.0,31.0,37.0,7.0,6.0,2.0
Juárez Hidalgo,4.0,6.0,6.0,0.0,0.0,1.0,15.0,1.0,2.0,0.0,1.0,0.0,3.0,2.0,11.0,0.0,1.0,0.0,4.0,2.0,2.0,0.0,10.0,0.0,2.0,3.0,4.0,0.0,1.0,0.0,12.0,3.0,1.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,52.0,19.0,29.0,0.0,14.0,1.0
La Misión,4.0,6.0,6.0,0.0,0.0,1.0,7.0,3.0,5.0,3.0,1.0,0.0,1.0,3.0,5.0,7.0,1.0,0.0,3.0,7.0,3.0,4.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,1.0,9.0,6.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,18.0,34.0,42.0,15.0,5.0,1.0
Lolotla,7.0,4.0,4.0,0.0,0.0,2.0,9.0,4.0,4.0,0.0,1.0,1.0,0.0,4.0,5.0,7.0,1.0,0.0,3.0,5.0,3.0,0.0,7.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,5.0,9.0,2.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,32.0,35.0,27.0,7.0,11.0,3.0
Metepec,4.0,5.0,8.0,0.0,0.0,0.0,17.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,1.0,0.0,0.0,6.0,4.0,0.0,8.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,3.0,8.0,5.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,35.0,21.0,47.0,0.0,12.0,0.0
Metztitlán,13.0,2.0,2.0,0.0,0.0,0.0,11.0,1.0,5.0,2.0,0.0,0.0,4.0,3.0,7.0,3.0,0.0,0.0,5.0,10.0,2.0,0.0,1.0,0.0,0.0,3.0,6.0,0.0,1.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,58.0,21.0,28.0,5.0,3.0,0.0
Mineral de la Reforma,17.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,3.0,0.0,0.0,12.0,0.0,1.0,4.0,0.0,0.0,13.0,1.0,0.0,4.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,99.0,2.0,2.0,12.0,0.0,0.0
Mineral del Chico,6.0,4.0,6.0,0.0,0.0,1.0,9.0,1.0,6.0,2.0,0.0,1.0,3.0,1.0,12.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,10.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,7.0,6.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0,32.0,19.0,46.0,2.0,13.0,3.0
Mineral del Monte,12.0,1.0,4.0,0.0,0.0,0.0,12.0,1.0,1.0,3.0,2.0,0.0,6.0,2.0,1.0,7.0,1.0,0.0,11.0,2.0,1.0,4.0,0.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,74.0,14.0,9.0,15.0,3.0,0.0
Mixquiahuala de Juárez,2.0,4.0,5.0,0.0,0.0,6.0,6.0,1.0,7.0,2.0,3.0,0.0,4.0,0.0,5.0,7.0,1.0,0.0,3.0,5.0,2.0,0.0,8.0,0.0,2.0,2.0,5.0,0.0,1.0,0.0,2.0,3.0,11.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,24.0,18.0,43.0,9.0,15.0,6.0
Molango de Escamilla,5.0,2.0,4.0,0.0,0.0,6.0,8.0,3.0,6.0,0.0,1.0,1.0,2.0,1.0,13.0,0.0,1.0,0.0,5.0,2.0,3.0,0.0,8.0,0.0,5.0,2.0,2.0,0.0,1.0,0.0,3.0,4.0,9.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,2.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,33.0,19.0,41.0,0.0,13.0,9.0
Nicolás Flores,8.0,6.0,3.0,0.0,0.0,0.0,14.0,0.0,3.0,2.0,0.0,0.0,5.0,3.0,2.0,7.0,0.0,0.0,9.0,6.0,3.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,8.0,3.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,58.0,20.0,28.0,9.0,0.0,0.0
Nopala de Villagrán,8.0,2.0,2.0,0.0,0.0,5.0,4.0,4.0,5.0,0.0,5.0,1.0,5.0,1.0,3.0,7.0,1.0,0.0,4.0,7.0,2.0,0.0,5.0,0.0,3.0,2.0,4.0,0.0,1.0,0.0,12.0,3.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,44.0,22.0,22.0,7.0,14.0,6.0
Omitlán de Juárez,7.0,2.0,8.0,0.0,0.0,0.0,5.0,1.0,10.0,2.0,0.0,1.0,3.0,4.0,9.0,0.0,1.0,0.0,8.0,5.0,3.0,0.0,2.0,0.0,1.0,4.0,4.0,0.0,1.0,0.0,8.0,7.0,1.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,37.0,30.0,39.0,2.0,6.0,1.0
Pachuca de Soto,12.0,2.0,3.0,0.0,0.0,0.0,13.0,0.0,3.0,3.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,6.0,1.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,85.0,13.0,6.0,10.0,1.0,0.0
Pacula,5.0,7.0,5.0,0.0,0.0,0.0,7.0,1.0,2.0,2.0,7.0,0.0,5.0,3.0,1.0,7.0,1.0,0.0,1.0,5.0,4.0,0.0,8.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,4.0,6.0,6.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,31.0,25.0,31.0,9.0,19.0,0.0
Pisaflores,9.0,3.0,5.0,0.0,0.0,0.0,9.0,3.0,7.0,0.0,0.0,0.0,0.0,2.0,7.0,7.0,1.0,0.0,5.0,6.0,0.0,0.0,7.0,0.0,0.0,3.0,6.0,0.0,1.0,0.0,3.0,3.0,10.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,1.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,33.0,25.0,40.0,7.0,10.0,0.0
Progreso de Obregón,12.0,5.0,0.0,0.0,0.0,0.0,10.0,4.0,3.0,2.0,0.0,0.0,6.0,4.0,4.0,3.0,0.0,0.0,12.0,4.0,0.0,1.0,1.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,8.0,6.0,2.0,0.0,0.0,0.0,5.0,1.0,3.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,2.0,61.0,30.0,14.0,6.0,2.0,2.0
San Agustín Metzquititlán,8.0,2.0,1.0,0.0,0.0,6.0,6.0,3.0,6.0,2.0,1.0,1.0,0.0,3.0,13.0,0.0,1.0,0.0,1.0,5.0,4.0,0.0,8.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,23.0,23.0,45.0,2.0,13.0,9.0
San Agustín Tlaxiaca,12.0,4.0,1.0,0.0,0.0,0.0,15.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,6.0,4.0,1.0,0.0,12.0,4.0,2.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,1.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,59.0,31.0,19.0,4.0,2.0,0.0
San Bartolo Tutotepec,5.0,5.0,7.0,0.0,0.0,0.0,9.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,9.0,7.0,1.0,0.0,4.0,12.0,1.0,1.0,0.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0,6.0,9.0,1.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,35.0,31.0,33.0,10.0,3.0,3.0
San Felipe Orizatlán,11.0,2.0,4.0,0.0,0.0,0.0,11.0,3.0,3.0,2.0,0.0,0.0,5.0,4.0,0.0,7.0,1.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,1.0,0.0,10.0,2.0,4.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,67.0,23.0,13.0,9.0,3.0,0.0
San Salvador,11.0,5.0,1.0,0.0,0.0,0.0,9.0,5.0,3.0,2.0,0.0,0.0,3.0,2.0,9.0,3.0,0.0,0.0,6.0,4.0,2.0,0.0,6.0,0.0,3.0,3.0,3.0,0.0,1.0,0.0,8.0,3.0,5.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,48.0,27.0,28.0,5.0,7.0,0.0
Santiago de Anaya,14.0,1.0,2.0,0.0,0.0,0.0,13.0,0.0,4.0,2.0,0.0,0.0,2.0,3.0,9.0,3.0,0.0,0.0,4.0,6.0,2.0,0.0,6.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,13.0,1.0,2.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,65.0,15.0,23.0,5.0,7.0,0.0
Santiago Tulantepec de Lugo Guerrero,14.0,2.0,1.0,0.0,0.0,0.0,9.0,1.0,7.0,0.0,2.0,0.0,10.0,3.0,4.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,8.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,53.0,22.0,28.0,0.0,12.0,0.0
Singuilucan,10.0,2.0,4.0,0.0,0.0,1.0,14.0,0.0,4.0,0.0,1.0,0.0,6.0,4.0,3.0,3.0,1.0,0.0,8.0,6.0,1.0,1.0,2.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,69.0,16.0,19.0,4.0,6.0,1.0
Tasquillo,4.0,3.0,4.0,0.0,0.0,6.0,7.0,5.0,4.0,2.0,0.0,1.0,2.0,1.0,6.0,7.0,1.0,0.0,2.0,6.0,3.0,3.0,4.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,5.0,4.0,7.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,27.0,25.0,38.0,12.0,6.0,7.0
Tecozautla,5.0,7.0,4.0,0.0,0.0,1.0,10.0,2.0,3.0,3.0,1.0,0.0,5.0,1.0,3.0,7.0,1.0,0.0,5.0,7.0,0.0,1.0,5.0,0.0,1.0,6.0,2.0,1.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,38.0,38.0,18.0,12.0,8.0,1.0
